Node Index,Latitude,Longitude,Fraction Strike-Slip,Fraction Reverse,Fraction Normal
3594,36.7,-117.20000000000002,0.5,0.008366,0.491634
3595,36.7,-117.1,0.5,0.005262,0.494738
3596,36.7,-117.0,0.5,0.003025,0.496975
3597,36.7,-116.9,0.5,0.001592,0.498408
3598,36.7,-116.80000000000001,0.5,7.73E-4,0.499227
3599,36.7,-116.69999999999999,0.5,3.53E-4,0.499647
3600,36.7,-116.6,0.5,1.55E-4,0.499845
3601,36.7,-116.5,0.5,6.8E-5,0.499932
3602,36.7,-116.4,0.5,3.0E-5,0.49997
3603,36.7,-116.3,0.5,1.4E-5,0.499986
3604,36.7,-116.2,0.5,6.0E-6,0.499994
3605,36.7,-116.10000000000001,0.5,3.0E-6,0.499997
3606,36.7,-116.00000000000001,0.5,2.0E-6,0.499998
3607,36.7,-115.90000000000002,0.5,1.0E-6,0.499999
3608,36.7,-115.8,0.5,1.0E-6,0.499999
3609,36.7,-115.7,0.5,0.0,0.5
3610,36.7,-115.59999999999998,0.5,0.0,0.5
3611,36.7,-115.49999999999999,0.5,0.0,0.5
3612,36.7,-115.39999999999999,0.5,0.0,0.5
3613,36.800000000000004,-123.19999999999999,0.5,0.5,0.0
3614,36.800000000000004,-123.10000000000001,0.5,0.5,0.0
3615,36.800000000000004,-123.00000000000001,0.5,0.5,0.0
3616,36.800000000000004,-122.90000000000002,0.5,0.5,0.0
3617,36.800000000000004,-122.8,0.5,0.5,0.0
3618,36.800000000000004,-122.7,0.5,0.5,0.0
3619,36.800000000000004,-122.60000000000001,0.5,0.5,0.0
3620,36.800000000000004,-122.50000000000001,0.5,0.5,0.0
3621,36.800000000000004,-122.40000000000002,0.5,0.5,0.0
3622,36.800000000000004,-122.3,0.5,0.5,0.0
3623,36.800000000000004,-122.2,0.5,0.5,0.0
3624,36.800000000000004,-122.1,0.5,0.5,0.0
3625,36.800000000000004,-122.0,0.5,0.5,0.0
3626,36.800000000000004,-121.9,0.5,0.5,0.0
3627,36.800000000000004,-121.80000000000001,0.527062,0.472938,0.0
3628,36.800000000000004,-121.70000000000002,0.721947,0.278053,0.0
3629,36.800000000000004,-121.6,0.899723,0.100277,0.0
3630,36.800000000000004,-121.5,0.961589,0.038411,0.0
3631,36.800000000000004,-121.4,0.970115,0.029885,0.0
3632,36.800000000000004,-121.30000000000001,0.960723,0.039277,0.0
3633,36.800000000000004,-121.19999999999999,0.917979,0.082021,0.0
3634,36.800000000000004,-121.1,0.782952,0.217048,0.0
3635,36.800000000000004,-121.0,0.569885,0.430115,0.0
3636,36.800000000000004,-120.9,0.505404,0.494596,0.0
3637,36.800000000000004,-120.8,0.500189,0.499811,0.0
3638,36.800000000000004,-120.7,0.500003,0.499996,0.0
3639,36.800000000000004,-120.60000000000001,0.5,0.499996,4.0E-6
3640,36.800000000000004,-120.50000000000001,0.5,0.499984,1.6E-5
3641,36.800000000000004,-120.40000000000002,0.5,0.499951,4.9E-5
3642,36.800000000000004,-120.3,0.5,0.499855,1.45E-4
3643,36.800000000000004,-120.2,0.5,0.499611,3.89E-4
3644,36.800000000000004,-120.09999999999998,0.5,0.498991,0.001009
3645,36.800000000000004,-119.99999999999999,0.5,0.497462,0.002538
3646,36.800000000000004,-119.89999999999999,0.5,0.493834,0.006166
3647,36.800000000000004,-119.8,0.5,0.485581,0.014419
3648,36.800000000000004,-119.7,0.5,0.468089,0.031911
3649,36.800000000000004,-119.6,0.5,0.434826,0.065174
3650,36.800000000000004,-119.5,0.5,0.380988,0.119012
3651,36.800000000000004,-119.4,0.5,0.310397,0.189603
3652,36.800000000000004,-119.30000000000001,0.5,0.236482,0.263518
3653,36.800000000000004,-119.20000000000002,0.5,0.172477,0.327523
3654,36.800000000000004,-119.1,0.5,0.123558,0.376442
3655,36.800000000000004,-119.0,0.5,0.088476,0.411524
3656,36.800000000000004,-118.9,0.5,0.063979,0.436021
3657,36.800000000000004,-118.79999999999998,0.5,0.047146,0.452854
3658,36.800000000000004,-118.69999999999999,0.5,0.03584,0.46416
3659,36.800000000000004,-118.60000000000001,0.5,0.028545,0.471455
3660,36.800000000000004,-118.50000000000001,0.5,0.024129,0.475871
3661,36.800000000000004,-118.40000000000002,0.5,0.02167,0.47833
3662,36.800000000000004,-118.3,0.5,0.020394,0.479606
3663,36.800000000000004,-118.2,0.5,0.019682,0.480318
3664,36.800000000000004,-118.10000000000001,0.5,0.019074,0.480926
3665,36.800000000000004,-118.00000000000001,0.5,0.018286,0.481714
3666,36.800000000000004,-117.90000000000002,0.5,0.017177,0.482823
3667,36.800000000000004,-117.8,0.5,0.015713,0.484287
3668,36.800000000000004,-117.7,0.5,0.013932,0.486068
3669,36.800000000000004,-117.6,0.5,0.011914,0.488086
3670,36.800000000000004,-117.5,0.5,0.009767,0.490233
3671,36.800000000000004,-117.4,0.5,0.007617,0.492383
3672,36.800000000000004,-117.30000000000001,0.5,0.005598,0.494402
3673,36.800000000000004,-117.20000000000002,0.5,0.003834,0.496166
3674,36.800000000000004,-117.1,0.5,0.002422,0.497578
3675,36.800000000000004,-117.0,0.5,0.001399,0.498601
3676,36.800000000000004,-116.9,0.5,7.36E-4,0.499264
3677,36.800000000000004,-116.80000000000001,0.5,3.54E-4,0.499646
3678,36.800000000000004,-116.69999999999999,0.5,1.57E-4,0.499843
3679,36.800000000000004,-116.6,0.5,6.5E-5,0.499935
3680,36.800000000000004,-116.5,0.5,2.6E-5,0.499974
3681,36.800000000000004,-116.4,0.5,1.0E-5,0.49999
3682,36.800000000000004,-116.3,0.5,4.0E-6,0.499996
3683,36.800000000000004,-116.2,0.5,1.0E-6,0.499999
3684,36.800000000000004,-116.10000000000001,0.5,0.0,0.5
3685,36.800000000000004,-116.00000000000001,0.5,0.0,0.5
3686,36.800000000000004,-115.90000000000002,0.5,0.0,0.5
3687,36.800000000000004,-115.8,0.5,0.0,0.5
3688,36.800000000000004,-115.7,0.5,0.0,0.5
3689,36.800000000000004,-115.59999999999998,0.5,0.0,0.5
3690,36.800000000000004,-115.49999999999999,0.5,0.0,0.5
3691,36.9,-123.19999999999999,0.5,0.5,0.0
3692,36.9,-123.10000000000001,0.5,0.5,0.0
3693,36.9,-123.00000000000001,0.5,0.5,0.0
3694,36.9,-122.90000000000002,0.5,0.5,0.0
3695,36.9,-122.8,0.5,0.5,0.0
3696,36.9,-122.7,0.5,0.5,0.0
3697,36.9,-122.60000000000001,0.5,0.5,0.0
3698,36.9,-122.50000000000001,0.5,0.5,0.0
3699,36.9,-122.40000000000002,0.5,0.5,0.0
3700,36.9,-122.3,0.5,0.5,0.0
3701,36.9,-122.2,0.5,0.5,0.0
3702,36.9,-122.1,0.5,0.5,0.0
3703,36.9,-122.0,0.5,0.5,0.0
3704,36.9,-121.9,0.5,0.5,0.0
3705,36.9,-121.80000000000001,0.671042,0.328958,0.0
3706,36.9,-121.70000000000002,0.847977,0.152023,0.0
3707,36.9,-121.6,0.923154,0.076846,0.0
3708,36.9,-121.5,0.94004,0.05996,0.0
3709,36.9,-121.4,0.922853,0.077147,0.0
3710,36.9,-121.30000000000001,0.850499,0.149501,0.0
3711,36.9,-121.19999999999999,0.673364,0.326636,0.0
3712,36.9,-121.1,0.527431,0.472569,0.0
3713,36.9,-121.0,0.501037,0.498963,0.0
3714,36.9,-120.9,0.500011,0.499989,0.0
3715,36.9,-120.8,0.5,0.5,0.0
3716,36.9,-120.7,0.5,0.499999,1.0E-6
3717,36.9,-120.60000000000001,0.5,0.49999,1.0E-5
3718,36.9,-120.50000000000001,0.5,0.499959,4.1E-5
3719,36.9,-120.40000000000002,0.5,0.499873,1.27E-4
3720,36.9,-120.3,0.5,0.499629,3.71E-4
3721,36.9,-120.2,0.5,0.499016,9.84E-4
3722,36.9,-120.09999999999998,0.5,0.497499,0.002501
3723,36.9,-119.99999999999999,0.5,0.493882,0.006118
3724,36.9,-119.89999999999999,0.5,0.485642,0.014358
3725,36.9,-119.8,0.5,0.467975,0.032025
3726,36.9,-119.7,0.5,0.433677,0.066323
3727,36.9,-119.6,0.5,0.376587,0.123413
3728,36.9,-119.5,0.5,0.29994,0.20006
3729,36.9,-119.4,0.5,0.219689,0.280311
3730,36.9,-119.30000000000001,0.5,0.152527,0.347473
3731,36.9,-119.20000000000002,0.5,0.104291,0.395709
3732,36.9,-119.1,0.5,0.072104,0.427896
3733,36.9,-119.0,0.5,0.050945,0.449055
3734,36.9,-118.9,0.5,0.036815,0.463185
3735,36.9,-118.79999999999998,0.5,0.027167,0.472833
3736,36.9,-118.69999999999999,0.5,0.020483,0.479517
3737,36.9,-118.60000000000001,0.5,0.015857,0.484143
3738,36.9,-118.50000000000001,0.5,0.012724,0.487276
3739,36.9,-118.40000000000002,0.5,0.01068,0.48932
3740,36.9,-118.3,0.5,0.009399,0.490601
3741,36.9,-118.2,0.5,0.008604,0.491396
3742,36.9,-118.10000000000001,0.5,0.008052,0.491948
3743,36.9,-118.00000000000001,0.5,0.007564,0.492436
3744,36.9,-117.90000000000002,0.5,0.007025,0.492975
3745,36.9,-117.8,0.5,0.006383,0.493617
3746,36.9,-117.7,0.5,0.005633,0.494367
3747,36.9,-117.6,0.5,0.004798,0.495202
3748,36.9,-117.5,0.5,0.003921,0.496079
3749,36.9,-117.4,0.5,0.003054,0.496946
3750,36.9,-117.30000000000001,0.5,0.002249,0.497751
3751,36.9,-117.20000000000002,0.5,0.001551,0.498449
3752,36.9,-117.1,0.5,9.91E-4,0.499009
3753,36.9,-117.0,0.5,5.81E-4,0.499419
3754,36.9,-116.9,0.5,3.1E-4,0.49969
3755,36.9,-116.80000000000001,0.5,1.5E-4,0.49985
3756,36.9,-116.69999999999999,0.5,6.6E-5,0.499934
3757,36.9,-116.6,0.5,2.7E-5,0.499973
3758,36.9,-116.5,0.5,1.0E-5,0.49999
3759,36.9,-116.4,0.5,4.0E-6,0.499996
3760,36.9,-116.3,0.5,1.0E-6,0.499999
3761,36.9,-116.2,0.5,0.0,0.5
3762,36.9,-116.10000000000001,0.5,0.0,0.5
3763,36.9,-116.00000000000001,0.5,0.0,0.5
3764,36.9,-115.90000000000002,0.5,0.0,0.5
3765,36.9,-115.8,0.5,0.0,0.5
3766,36.9,-115.7,0.5,0.0,0.5
3767,37.0,-123.29999999999998,0.5,0.5,0.0
3768,37.0,-123.19999999999999,0.5,0.5,0.0
3769,37.0,-123.10000000000001,0.5,0.5,0.0
3770,37.0,-123.00000000000001,0.5,0.5,0.0
3771,37.0,-122.90000000000002,0.5,0.5,0.0
3772,37.0,-122.8,0.5,0.5,0.0
3773,37.0,-122.7,0.5,0.5,0.0
3774,37.0,-122.60000000000001,0.5,0.5,0.0
3775,37.0,-122.50000000000001,0.5,0.5,0.0
3776,37.0,-122.40000000000002,0.5,0.5,0.0
3777,37.0,-122.3,0.5,0.5,0.0
3778,37.0,-122.2,0.5,0.5,0.0
3779,37.0,-122.1,0.5,0.5,0.0
3780,37.0,-122.0,0.5,0.5,0.0
3781,37.0,-121.9,0.5,0.5,0.0
3782,37.0,-121.80000000000001,0.80448,0.19552,0.0
3783,37.0,-121.70000000000002,0.897277,0.102723,0.0
3784,37.0,-121.6,0.901785,0.098215,0.0
3785,37.0,-121.5,0.857007,0.142993,0.0
3786,37.0,-121.4,0.73757,0.26243,0.0
3787,37.0,-121.30000000000001,0.577313,0.422687,0.0
3788,37.0,-121.19999999999999,0.509171,0.490829,0.0
3789,37.0,-121.1,0.500444,0.499556,0.0
3790,37.0,-121.0,0.500005,0.499995,0.0
3791,37.0,-120.9,0.5,0.5,0.0
3792,37.0,-120.8,0.5,0.5,0.0
3793,37.0,-120.7,0.5,0.499998,2.0E-6
3794,37.0,-120.60000000000001,0.5,0.499975,2.5E-5
3795,37.0,-120.50000000000001,0.5,0.499901,9.9E-5
3796,37.0,-120.40000000000002,0.5,0.499697,3.03E-4
3797,37.0,-120.3,0.5,0.499125,8.75E-4
3798,37.0,-120.2,0.5,0.497713,0.002287
3799,37.0,-120.09999999999998,0.5,0.49432,0.00568
3800,37.0,-119.99999999999999,0.5,0.486561,0.013439
3801,37.0,-119.89999999999999,0.5,0.469828,0.030172
3802,37.0,-119.8,0.5,0.436791,0.063209
3803,37.0,-119.7,0.5,0.380194,0.119806
3804,37.0,-119.6,0.5,0.301445,0.198555
3805,37.0,-119.5,0.5,0.21661,0.28339
3806,37.0,-119.4,0.5,0.145381,0.354619
3807,37.0,-119.30000000000001,0.5,0.095609,0.404391
3808,37.0,-119.20000000000002,0.5,0.064059,0.435941
3809,37.0,-119.1,0.5,0.044534,0.455466
3810,37.0,-119.0,0.5,0.032159,0.467841
3811,37.0,-118.9,0.5,0.023933,0.476067
3812,37.0,-118.79999999999998,0.5,0.018179,0.481821
3813,37.0,-118.69999999999999,0.5,0.013978,0.486022
3814,37.0,-118.60000000000001,0.5,0.010825,0.489175
3815,37.0,-118.50000000000001,0.5,0.008437,0.491563
3816,37.0,-118.40000000000002,0.5,0.006644,0.493356
3817,37.0,-118.3,0.5,0.005324,0.494676
3818,37.0,-118.2,0.5,0.004381,0.495619
3819,37.0,-118.10000000000001,0.5,0.00371,0.49629
3820,37.0,-118.00000000000001,0.5,0.003219,0.496781
3821,37.0,-117.90000000000002,0.5,0.002827,0.497173
3822,37.0,-117.8,0.5,0.002476,0.497524
3823,37.0,-117.7,0.5,0.002135,0.497865
3824,37.0,-117.6,0.5,0.001792,0.498208
3825,37.0,-117.5,0.5,0.001451,0.498549
3826,37.0,-117.4,0.5,0.001125,0.498875
3827,37.0,-117.30000000000001,0.5,8.29E-4,0.499171
3828,37.0,-117.20000000000002,0.5,5.75E-4,0.499425
3829,37.0,-117.1,0.5,3.72E-4,0.499628
3830,37.0,-117.0,0.5,2.23E-4,0.499777
3831,37.0,-116.9,0.5,1.22E-4,0.499878
3832,37.0,-116.80000000000001,0.5,6.1E-5,0.499939
3833,37.0,-116.69999999999999,0.5,2.8E-5,0.499972
3834,37.0,-116.6,0.5,1.1E-5,0.499989
3835,37.0,-116.5,0.5,4.0E-6,0.499996
3836,37.0,-116.4,0.5,2.0E-6,0.499998
3837,37.0,-116.3,0.5,0.0,0.5
3838,37.0,-116.2,0.5,0.0,0.5
3839,37.0,-116.10000000000001,0.5,0.0,0.5
3840,37.0,-116.00000000000001,0.5,0.0,0.5
3841,37.0,-115.90000000000002,0.5,0.0,0.5
3842,37.0,-115.8,0.5,0.0,0.5
3843,37.1,-123.4,0.5,0.5,0.0
3844,37.1,-123.29999999999998,0.5,0.5,0.0
3845,37.1,-123.19999999999999,0.5,0.5,0.0
3846,37.1,-123.10000000000001,0.5,0.5,0.0
3847,37.1,-123.00000000000001,0.5,0.5,0.0
3848,37.1,-122.90000000000002,0.5,0.5,0.0
3849,37.1,-122.8,0.5,0.5,0.0
3850,37.1,-122.7,0.5,0.5,0.0
3851,37.1,-122.60000000000001,0.5,0.5,0.0
3852,37.1,-122.50000000000001,0.5,0.5,0.0
3853,37.1,-122.40000000000002,0.5,0.5,0.0
3854,37.1,-122.3,0.5,0.5,0.0
3855,37.1,-122.2,0.5,0.5,0.0
3856,37.1,-122.1,0.5,0.5,0.0
3857,37.1,-122.0,0.5,0.5,0.0
3858,37.1,-121.9,0.5,0.5,0.0
3859,37.1,-121.80000000000001,0.5,0.5,0.0
3860,37.1,-121.70000000000002,0.58632,0.41368,0.0
3861,37.1,-121.6,0.605309,0.394691,0.0
3862,37.1,-121.5,0.565549,0.434451,0.0
3863,37.1,-121.4,0.518116,0.481884,0.0
3864,37.1,-121.30000000000001,0.502047,0.497953,0.0
3865,37.1,-121.19999999999999,0.500098,0.499902,0.0
3866,37.1,-121.1,0.500002,0.499998,0.0
3867,37.1,-121.0,0.5,0.5,0.0
3868,37.1,-120.9,0.5,0.5,0.0
3869,37.1,-120.8,0.5,0.499999,1.0E-6
3870,37.1,-120.7,0.5,0.499995,5.0E-6
3871,37.1,-120.60000000000001,0.5,0.499945,5.5E-5
3872,37.1,-120.50000000000001,0.5,0.499782,2.18E-4
3873,37.1,-120.40000000000002,0.5,0.49933,6.7E-4
3874,37.1,-120.3,0.5,0.498093,0.001907
3875,37.1,-120.2,0.5,0.495113,0.004887
3876,37.1,-120.09999999999998,0.5,0.488218,0.011782
3877,37.1,-119.99999999999999,0.5,0.473247,0.026753
3878,37.1,-119.89999999999999,0.5,0.443262,0.056738
3879,37.1,-119.8,0.5,0.390381,0.109619
3880,37.1,-119.7,0.5,0.313428,0.186572
3881,37.1,-119.6,0.5,0.226263,0.273737
3882,37.1,-119.5,0.5,0.150186,0.349814
3883,37.1,-119.4,0.5,0.096397,0.403603
3884,37.1,-119.30000000000001,0.5,0.062854,0.437146
3885,37.1,-119.20000000000002,0.5,0.04287,0.45713
3886,37.1,-119.1,0.5,0.030796,0.469204
3887,37.1,-119.0,0.5,0.023118,0.476882
3888,37.1,-118.9,0.5,0.017887,0.482113
3889,37.1,-118.79999999999998,0.5,0.014072,0.485928
3890,37.1,-118.69999999999999,0.5,0.011128,0.488872
3891,37.1,-118.60000000000001,0.5,0.008767,0.491233
3892,37.1,-118.50000000000001,0.5,0.006836,0.493164
3893,37.1,-118.40000000000002,0.5,0.005255,0.494745
3894,37.1,-118.3,0.5,0.00398,0.49602
3895,37.1,-118.2,0.5,0.002985,0.497015
3896,37.1,-118.10000000000001,0.5,0.002238,0.497762
3897,37.1,-118.00000000000001,0.5,0.001698,0.498302
3898,37.1,-117.90000000000002,0.5,0.001315,0.498685
3899,37.1,-117.8,0.5,0.001039,0.498961
3900,37.1,-117.7,0.5,8.31E-4,0.499169
3901,37.1,-117.6,0.5,6.63E-4,0.499337
3902,37.1,-117.5,0.5,5.19E-4,0.499481
3903,37.1,-117.4,0.5,3.94E-4,0.499606
3904,37.1,-117.30000000000001,0.5,2.87E-4,0.499713
3905,37.1,-117.20000000000002,0.5,1.98E-4,0.499802
3906,37.1,-117.1,0.5,1.28E-4,0.499872
3907,37.1,-117.0,0.5,7.8E-5,0.499922
3908,37.1,-116.9,0.5,4.4E-5,0.499956
3909,37.1,-116.80000000000001,0.5,2.3E-5,0.499977
3910,37.1,-116.69999999999999,0.5,1.1E-5,0.499989
3911,37.1,-116.6,0.5,4.0E-6,0.499996
3912,37.1,-116.5,0.5,2.0E-6,0.499998
3913,37.1,-116.4,0.5,1.0E-6,0.499999
3914,37.1,-116.3,0.5,0.0,0.5
3915,37.1,-116.2,0.5,0.0,0.5
3916,37.1,-116.10000000000001,0.5,0.0,0.5
3917,37.1,-116.00000000000001,0.5,0.0,0.5
3918,37.1,-115.90000000000002,0.5,0.0,0.5
3919,37.2,-123.4,0.5,0.5,0.0
3920,37.2,-123.29999999999998,0.5,0.5,0.0
3921,37.2,-123.19999999999999,0.5,0.5,0.0
3922,37.2,-123.10000000000001,0.5,0.5,0.0
3923,37.2,-123.00000000000001,0.5,0.5,0.0
3924,37.2,-122.90000000000002,0.5,0.5,0.0
3925,37.2,-122.8,0.5,0.5,0.0
3926,37.2,-122.7,0.5,0.5,0.0
3927,37.2,-122.60000000000001,0.5,0.5,0.0
3928,37.2,-122.50000000000001,0.5,0.5,0.0
3929,37.2,-122.40000000000002,0.5,0.5,0.0
3930,37.2,-122.3,0.5,0.5,0.0
3931,37.2,-122.2,0.5,0.5,0.0
3932,37.2,-122.1,0.5,0.5,0.0
3933,37.2,-122.0,0.5,0.5,0.0
3934,37.2,-121.9,0.5,0.5,0.0
3935,37.2,-121.80000000000001,0.5,0.5,0.0
3936,37.2,-121.70000000000002,0.5,0.5,0.0
3937,37.2,-121.6,0.5,0.5,0.0
3938,37.2,-121.5,0.5,0.5,0.0
3939,37.2,-121.4,0.5,0.5,0.0
3940,37.2,-121.30000000000001,0.5,0.5,0.0
3941,37.2,-121.19999999999999,0.5,0.5,0.0
3942,37.2,-121.1,0.5,0.5,0.0
3943,37.2,-121.0,0.5,0.5,0.0
3944,37.2,-120.9,0.5,0.499999,1.0E-6
3945,37.2,-120.8,0.5,0.499997,3.0E-6
3946,37.2,-120.7,0.5,0.499987,1.3E-5
3947,37.2,-120.60000000000001,0.5,0.499883,1.17E-4
3948,37.2,-120.50000000000001,0.5,0.499546,4.54E-4
3949,37.2,-120.40000000000002,0.5,0.498619,0.001381
3950,37.2,-120.3,0.5,0.496144,0.003856
3951,37.2,-120.2,0.5,0.490373,0.009627
3952,37.2,-120.09999999999998,0.5,0.477639,0.022361
3953,37.2,-119.99999999999999,0.5,0.451774,0.048226
3954,37.2,-119.89999999999999,0.5,0.404821,0.095179
3955,37.2,-119.8,0.5,0.333089,0.166911
3956,37.2,-119.7,0.5,0.246359,0.253641
3957,37.2,-119.6,0.5,0.16564,0.33436
3958,37.2,-119.5,0.5,0.105843,0.394157
3959,37.2,-119.4,0.5,0.067847,0.432153
3960,37.2,-119.30000000000001,0.5,0.045354,0.454646
3961,37.2,-119.20000000000002,0.5,0.032111,0.467889
3962,37.2,-119.1,0.5,0.023991,0.476009
3963,37.2,-119.0,0.5,0.018663,0.481337
3964,37.2,-118.9,0.5,0.014885,0.485115
3965,37.2,-118.79999999999998,0.5,0.01201,0.48799
3966,37.2,-118.69999999999999,0.5,0.009697,0.490303
3967,37.2,-118.60000000000001,0.5,0.007764,0.492236
3968,37.2,-118.50000000000001,0.5,0.006118,0.493882
3969,37.2,-118.40000000000002,0.5,0.004711,0.495289
3970,37.2,-118.3,0.5,0.003524,0.496476
3971,37.2,-118.2,0.5,0.002555,0.497445
3972,37.2,-118.10000000000001,0.5,0.001796,0.498204
3973,37.2,-118.00000000000001,0.5,0.001232,0.498768
3974,37.2,-117.90000000000002,0.5,8.36E-4,0.499164
3975,37.2,-117.8,0.5,5.69E-4,0.499431
3976,37.2,-117.7,0.5,3.94E-4,0.499606
3977,37.2,-117.6,0.5,2.78E-4,0.499722
3978,37.2,-117.5,0.5,1.97E-4,0.499803
3979,37.2,-117.4,0.5,1.4E-4,0.49986
3980,37.2,-117.30000000000001,0.5,9.8E-5,0.499902
3981,37.2,-117.20000000000002,0.5,6.6E-5,0.499934
3982,37.2,-117.1,0.5,4.1E-5,0.499959
3983,37.2,-117.0,0.5,2.5E-5,0.499975
3984,37.2,-116.9,0.5,1.4E-5,0.499986
3985,37.2,-116.80000000000001,0.5,8.0E-6,0.499992
3986,37.2,-116.69999999999999,0.5,4.0E-6,0.499996
3987,37.2,-116.6,0.5,2.0E-6,0.499998
3988,37.2,-116.5,0.5,1.0E-6,0.499999
3989,37.2,-116.4,0.5,0.0,0.5
3990,37.2,-116.3,0.5,0.0,0.5
3991,37.2,-116.2,0.5,0.0,0.5
3992,37.2,-116.10000000000001,0.5,0.0,0.5
3993,37.3,-123.5,0.5,0.5,0.0
3994,37.3,-123.4,0.5,0.5,0.0
3995,37.3,-123.29999999999998,0.5,0.5,0.0
3996,37.3,-123.19999999999999,0.5,0.5,0.0
3997,37.3,-123.10000000000001,0.5,0.5,0.0
3998,37.3,-123.00000000000001,0.5,0.5,0.0
3999,37.3,-122.90000000000002,0.5,0.5,0.0
4000,37.3,-122.8,0.5,0.5,0.0
4001,37.3,-122.7,0.5,0.5,0.0
4002,37.3,-122.60000000000001,0.5,0.5,0.0
4003,37.3,-122.50000000000001,0.5,0.5,0.0
4004,37.3,-122.40000000000002,0.5,0.5,0.0
4005,37.3,-122.3,0.5,0.5,0.0
4006,37.3,-122.2,0.5,0.5,0.0
4007,37.3,-122.1,0.5,0.5,0.0
4008,37.3,-122.0,0.5,0.5,0.0
4009,37.3,-121.9,0.5,0.5,0.0
4010,37.3,-121.80000000000001,0.5,0.5,0.0
4011,37.3,-121.70000000000002,0.5,0.5,0.0
4012,37.3,-121.6,0.5,0.5,0.0
4013,37.3,-121.5,0.5,0.5,0.0
4014,37.3,-121.4,0.5,0.5,0.0
4015,37.3,-121.30000000000001,0.5,0.5,0.0
4016,37.3,-121.19999999999999,0.5,0.5,0.0
4017,37.3,-121.1,0.5,0.5,0.0
4018,37.3,-121.0,0.5,0.499999,1.0E-6
4019,37.3,-120.9,0.5,0.499998,2.0E-6
4020,37.3,-120.8,0.5,0.499991,9.0E-6
4021,37.3,-120.7,0.5,0.499964,3.6E-5
4022,37.3,-120.60000000000001,0.5,0.499756,2.44E-4
4023,37.3,-120.50000000000001,0.5,0.499091,9.09E-4
4024,37.3,-120.40000000000002,0.5,0.497286,0.002714
4025,37.3,-120.3,0.5,0.492646,0.007354
4026,37.3,-120.2,0.5,0.482284,0.017716
4027,37.3,-120.09999999999998,0.5,0.460799,0.039201
4028,37.3,-119.99999999999999,0.5,0.420827,0.079173
4029,37.3,-119.89999999999999,0.5,0.356799,0.143201
4030,37.3,-119.8,0.5,0.273803,0.226197
4031,37.3,-119.7,0.5,0.190038,0.309962
4032,37.3,-119.6,0.5,0.12342,0.37658
4033,37.3,-119.5,0.5,0.078956,0.421044
4034,37.3,-119.4,0.5,0.052028,0.447972
4035,37.3,-119.30000000000001,0.5,0.036157,0.463843
4036,37.3,-119.20000000000002,0.5,0.026584,0.473416
4037,37.3,-119.1,0.5,0.020478,0.479522
4038,37.3,-119.0,0.5,0.016294,0.483706
4039,37.3,-118.9,0.5,0.013208,0.486792
4040,37.3,-118.79999999999998,0.5,0.010787,0.489213
4041,37.3,-118.69999999999999,0.5,0.008795,0.491205
4042,37.3,-118.60000000000001,0.5,0.007102,0.492898
4043,37.3,-118.50000000000001,0.5,0.00564,0.49436
4044,37.3,-118.40000000000002,0.5,0.004372,0.495628
4045,37.3,-118.3,0.5,0.003285,0.496715
4046,37.3,-118.2,0.5,0.002377,0.497623
4047,37.3,-118.10000000000001,0.5,0.001649,0.498351
4048,37.3,-118.00000000000001,0.5,0.001096,0.498904
4049,37.3,-117.90000000000002,0.5,6.99E-4,0.499301
4050,37.3,-117.8,0.5,4.32E-4,0.499568
4051,37.3,-117.7,0.5,2.62E-4,0.499738
4052,37.3,-117.6,0.5,1.59E-4,0.499841
4053,37.3,-117.5,0.5,9.6E-5,0.499904
4054,37.3,-117.4,0.5,6.0E-5,0.49994
4055,37.3,-117.30000000000001,0.5,3.7E-5,0.499963
4056,37.3,-117.20000000000002,0.5,2.3E-5,0.499977
4057,37.3,-117.1,0.5,1.3E-5,0.499987
4058,37.3,-117.0,0.5,8.0E-6,0.499992
4059,37.3,-116.9,0.5,5.0E-6,0.499995
4060,37.3,-116.80000000000001,0.5,2.0E-6,0.499998
4061,37.3,-116.69999999999999,0.5,1.0E-6,0.499999
4062,37.3,-116.6,0.5,1.0E-6,0.499999
4063,37.3,-116.5,0.5,0.0,0.5
4064,37.3,-116.4,0.5,0.0,0.5
4065,37.3,-116.3,0.5,0.0,0.5
4066,37.3,-116.2,0.5,0.0,0.5
4067,37.4,-123.6,0.5,0.5,0.0
4068,37.4,-123.5,0.5,0.5,0.0
4069,37.4,-123.4,0.5,0.5,0.0
4070,37.4,-123.29999999999998,0.5,0.5,0.0
4071,37.4,-123.19999999999999,0.5,0.5,0.0
4072,37.4,-123.10000000000001,0.5,0.5,0.0
4073,37.4,-123.00000000000001,0.5,0.5,0.0
4074,37.4,-122.90000000000002,0.5,0.5,0.0
4075,37.4,-122.8,0.5,0.5,0.0
4076,37.4,-122.7,0.5,0.5,0.0
4077,37.4,-122.60000000000001,0.5,0.5,0.0
4078,37.4,-122.50000000000001,0.5,0.5,0.0
4079,37.4,-122.40000000000002,0.5,0.5,0.0
4080,37.4,-122.3,0.5,0.5,0.0
4081,37.4,-122.2,0.5,0.5,0.0
4082,37.4,-122.1,0.5,0.5,0.0
4083,37.4,-122.0,0.5,0.5,0.0
4084,37.4,-121.9,0.5,0.5,0.0
4085,37.4,-121.80000000000001,0.5,0.5,0.0
4086,37.4,-121.70000000000002,0.5,0.5,0.0
4087,37.4,-121.6,0.5,0.5,0.0
